# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.1 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2019-03-05T00:00:00.0
# Date end (ISO 8601): 2019-03-19T00:00:00.0
# Latitude (positive North, ISO 19115): 36.7076
# Longitude (positive East, ISO 19115): 113.9000
# Altitude (m): 471.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2021-08-23
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2019-03-14T14:30:00.0/2019-03-14T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T14:45:00.0/2019-03-14T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T15:00:00.0/2019-03-14T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T15:15:00.0/2019-03-14T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T15:30:00.0/2019-03-14T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T15:45:00.0/2019-03-14T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T16:00:00.0/2019-03-14T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T16:15:00.0/2019-03-14T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T16:30:00.0/2019-03-14T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T16:45:00.0/2019-03-14T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T17:00:00.0/2019-03-14T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T17:15:00.0/2019-03-14T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T17:30:00.0/2019-03-14T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T17:45:00.0/2019-03-14T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T18:00:00.0/2019-03-14T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T18:15:00.0/2019-03-14T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T18:30:00.0/2019-03-14T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T18:45:00.0/2019-03-14T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T19:00:00.0/2019-03-14T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T19:15:00.0/2019-03-14T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T19:30:00.0/2019-03-14T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T19:45:00.0/2019-03-14T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T20:00:00.0/2019-03-14T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T20:15:00.0/2019-03-14T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T20:30:00.0/2019-03-14T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T20:45:00.0/2019-03-14T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T21:00:00.0/2019-03-14T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T21:15:00.0/2019-03-14T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T21:30:00.0/2019-03-14T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T21:45:00.0/2019-03-14T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T22:00:00.0/2019-03-14T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T22:15:00.0/2019-03-14T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-14T22:30:00.0/2019-03-14T22:45:00.0;0.7652;0.1805;0.0074;0.1732;0.0000
2019-03-14T22:45:00.0/2019-03-14T23:00:00.0;14.2952;4.6386;1.0013;3.6373;20.0400
2019-03-14T23:00:00.0/2019-03-14T23:15:00.0;32.2517;13.8529;5.4502;8.4026;56.6581
2019-03-14T23:15:00.0/2019-03-14T23:30:00.0;50.0338;25.4677;12.8133;12.6544;87.4364
2019-03-14T23:30:00.0/2019-03-14T23:45:00.0;67.5654;38.3421;22.0375;16.3047;111.9231
2019-03-14T23:45:00.0/2019-03-15T00:00:00.0;84.7715;51.8300;32.3467;19.4833;131.1938
2019-03-15T00:00:00.0/2019-03-15T00:15:00.0;101.5785;65.7908;43.7330;22.0578;148.1178
2019-03-15T00:15:00.0/2019-03-15T00:30:00.0;117.9143;80.0005;56.0013;23.9993;163.4862
2019-03-15T00:30:00.0/2019-03-15T00:45:00.0;133.7090;94.0245;68.4390;25.5855;176.2518
2019-03-15T00:45:00.0/2019-03-15T01:00:00.0;148.8951;107.7113;80.8379;26.8734;186.9865
2019-03-15T01:00:00.0/2019-03-15T01:15:00.0;163.4075;120.9406;93.0338;27.9068;196.1094
2019-03-15T01:15:00.0/2019-03-15T01:30:00.0;177.1841;133.6114;104.8889;28.7225;203.9249
2019-03-15T01:30:00.0/2019-03-15T01:45:00.0;190.1660;145.6372;116.2849;29.3523;210.6590
2019-03-15T01:45:00.0/2019-03-15T02:00:00.0;202.2976;156.9425;127.1191;29.8234;216.4845
2019-03-15T02:00:00.0/2019-03-15T02:15:00.0;213.5269;167.4616;137.3035;30.1581;221.5375
2019-03-15T02:15:00.0/2019-03-15T02:30:00.0;223.8060;177.1369;146.7624;30.3745;225.9276
2019-03-15T02:30:00.0/2019-03-15T02:45:00.0;233.0908;185.9179;155.4309;30.4870;229.7440
2019-03-15T02:45:00.0/2019-03-15T03:00:00.0;241.3416;193.7603;163.2535;30.5068;233.0590
2019-03-15T03:00:00.0/2019-03-15T03:15:00.0;248.5232;200.5269;169.9595;30.5674;235.6237
2019-03-15T03:15:00.0/2019-03-15T03:30:00.0;254.6048;206.1853;175.5024;30.6830;237.4967
2019-03-15T03:30:00.0/2019-03-15T03:45:00.0;259.5604;210.8067;180.0700;30.7368;239.0253
2019-03-15T03:45:00.0/2019-03-15T04:00:00.0;263.3689;214.3688;183.6371;30.7317;240.2350
2019-03-15T04:00:00.0/2019-03-15T04:15:00.0;266.0140;216.8544;186.1844;30.6700;241.1448
2019-03-15T04:15:00.0/2019-03-15T04:30:00.0;267.4845;218.2518;187.6982;30.5536;241.7680
2019-03-15T04:30:00.0/2019-03-15T04:45:00.0;267.7740;218.5545;188.1708;30.3837;242.1135
2019-03-15T04:45:00.0/2019-03-15T05:00:00.0;266.8816;217.7617;187.6005;30.1612;242.1854
2019-03-15T05:00:00.0/2019-03-15T05:15:00.0;264.8109;215.8777;185.9912;29.8864;241.9837
2019-03-15T05:15:00.0/2019-03-15T05:30:00.0;261.5711;212.9122;183.3530;29.5593;241.5040
2019-03-15T05:30:00.0/2019-03-15T05:45:00.0;257.1760;208.8805;179.7014;29.1791;240.7372
2019-03-15T05:45:00.0/2019-03-15T06:00:00.0;251.6445;203.8029;175.0580;28.7449;239.6691
2019-03-15T06:00:00.0/2019-03-15T06:15:00.0;245.0005;197.6404;169.1898;28.4506;237.9119
2019-03-15T06:15:00.0/2019-03-15T06:30:00.0;237.2725;190.4218;162.1364;28.2854;235.4156
2019-03-15T06:30:00.0/2019-03-15T06:45:00.0;228.4935;182.2470;154.2032;28.0438;232.4947
2019-03-15T06:45:00.0/2019-03-15T07:00:00.0;218.7014;173.1576;145.4393;27.7183;229.0940
2019-03-15T07:00:00.0/2019-03-15T07:15:00.0;207.9382;163.2007;135.9017;27.2990;225.1444
2019-03-15T07:15:00.0/2019-03-15T07:30:00.0;196.2501;152.4295;125.6556;26.7739;220.5599
2019-03-15T07:30:00.0/2019-03-15T07:45:00.0;183.6871;140.9040;114.7765;26.1275;215.2325
2019-03-15T07:45:00.0/2019-03-15T08:00:00.0;170.3033;128.6922;103.3511;25.3411;209.0242
2019-03-15T08:00:00.0/2019-03-15T08:15:00.0;156.1561;115.8714;91.4788;24.3926;201.7558
2019-03-15T08:15:00.0/2019-03-15T08:30:00.0;141.3060;102.5314;79.2746;23.2568;193.1874
2019-03-15T08:30:00.0/2019-03-15T08:45:00.0;125.8169;88.7779;66.8735;21.9044;182.9904
2019-03-15T08:45:00.0/2019-03-15T09:00:00.0;109.7551;74.7388;54.4395;20.2993;170.7067
2019-03-15T09:00:00.0/2019-03-15T09:15:00.0;93.1896;60.6151;42.2584;18.3568;155.9763
2019-03-15T09:15:00.0/2019-03-15T09:30:00.0;76.1913;46.6112;30.5843;16.0269;137.9049
2019-03-15T09:30:00.0/2019-03-15T09:45:00.0;58.8332;32.9915;19.7483;13.2432;114.9963
2019-03-15T09:45:00.0/2019-03-15T10:00:00.0;41.1898;20.2507;10.3942;9.8565;85.7529
2019-03-15T10:00:00.0/2019-03-15T10:15:00.0;23.3366;9.2514;3.4784;5.7730;48.7184
2019-03-15T10:15:00.0/2019-03-15T10:30:00.0;5.6867;1.6376;0.2725;1.3652;7.5455
2019-03-15T10:30:00.0/2019-03-15T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T10:45:00.0/2019-03-15T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T11:00:00.0/2019-03-15T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T11:15:00.0/2019-03-15T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T11:30:00.0/2019-03-15T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T11:45:00.0/2019-03-15T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T12:00:00.0/2019-03-15T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T12:15:00.0/2019-03-15T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T12:30:00.0/2019-03-15T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T12:45:00.0/2019-03-15T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T13:00:00.0/2019-03-15T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T13:15:00.0/2019-03-15T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T13:30:00.0/2019-03-15T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T13:45:00.0/2019-03-15T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T14:00:00.0/2019-03-15T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T14:15:00.0/2019-03-15T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T14:30:00.0/2019-03-15T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T14:45:00.0/2019-03-15T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T15:00:00.0/2019-03-15T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T15:15:00.0/2019-03-15T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T15:30:00.0/2019-03-15T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T15:45:00.0/2019-03-15T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T16:00:00.0/2019-03-15T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T16:15:00.0/2019-03-15T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T16:30:00.0/2019-03-15T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T16:45:00.0/2019-03-15T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T17:00:00.0/2019-03-15T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T17:15:00.0/2019-03-15T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T17:30:00.0/2019-03-15T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T17:45:00.0/2019-03-15T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T18:00:00.0/2019-03-15T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T18:15:00.0/2019-03-15T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T18:30:00.0/2019-03-15T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T18:45:00.0/2019-03-15T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T19:00:00.0/2019-03-15T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T19:15:00.0/2019-03-15T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T19:30:00.0/2019-03-15T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T19:45:00.0/2019-03-15T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T20:00:00.0/2019-03-15T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T20:15:00.0/2019-03-15T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T20:30:00.0/2019-03-15T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T20:45:00.0/2019-03-15T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T21:00:00.0/2019-03-15T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T21:15:00.0/2019-03-15T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T21:30:00.0/2019-03-15T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T21:45:00.0/2019-03-15T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T22:00:00.0/2019-03-15T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T22:15:00.0/2019-03-15T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-15T22:30:00.0/2019-03-15T22:45:00.0;1.3410;0.3612;0.0176;0.3436;0.0000
2019-03-15T22:45:00.0/2019-03-15T23:00:00.0;16.0470;5.8675;1.3849;4.4826;25.6578
2019-03-15T23:00:00.0/2019-03-15T23:15:00.0;33.9959;16.2986;6.9451;9.3536;68.6208
2019-03-15T23:15:00.0/2019-03-15T23:30:00.0;51.7691;29.1383;15.7857;13.3526;104.1222
2019-03-15T23:30:00.0/2019-03-15T23:45:00.0;69.2904;43.1598;26.6410;16.5188;131.9009
2019-03-15T23:45:00.0/2019-03-16T00:00:00.0;86.4849;57.7000;38.6349;19.0651;153.5313
2019-03-16T00:00:00.0/2019-03-16T00:15:00.0;103.2791;72.2731;51.0849;21.1882;170.1491
2019-03-16T00:15:00.0/2019-03-16T00:30:00.0;119.6008;86.6131;63.5860;23.0271;182.9616
2019-03-16T00:30:00.0/2019-03-16T00:45:00.0;135.3803;100.6503;76.0111;24.6391;193.2667
2019-03-16T00:45:00.0/2019-03-16T01:00:00.0;150.5500;114.2630;88.2010;26.0620;201.6924
2019-03-16T01:00:00.0/2019-03-16T01:15:00.0;165.0451;127.3506;100.0272;27.3234;208.6658
2019-03-16T01:15:00.0/2019-03-16T01:30:00.0;178.8034;139.8263;111.3797;28.4465;214.4823
2019-03-16T01:30:00.0/2019-03-16T01:45:00.0;191.7662;151.6138;122.1624;29.4514;219.3531
2019-03-16T01:45:00.0/2019-03-16T02:00:00.0;203.8778;162.6454;132.2909;30.3545;223.4344
2019-03-16T02:00:00.0/2019-03-16T02:15:00.0;215.0865;172.8605;141.6920;31.1686;226.8454
2019-03-16T02:15:00.0/2019-03-16T02:30:00.0;225.3444;182.2049;150.3023;31.9026;229.6794
2019-03-16T02:30:00.0/2019-03-16T02:45:00.0;234.6075;190.6303;158.0672;32.5631;232.0099
2019-03-16T02:45:00.0/2019-03-16T03:00:00.0;242.8361;198.0940;164.9399;33.1541;233.8949
2019-03-16T03:00:00.0/2019-03-16T03:15:00.0;249.9952;204.5291;170.7606;33.7685;235.2159
2019-03-16T03:15:00.0/2019-03-16T03:30:00.0;256.0541;209.9034;175.4930;34.4104;236.0144
2019-03-16T03:30:00.0/2019-03-16T03:45:00.0;260.9869;214.2193;179.2284;34.9910;236.4817
2019-03-16T03:45:00.0/2019-03-16T04:00:00.0;264.7725;217.4558;181.9461;35.5097;236.6344
2019-03-16T04:00:00.0/2019-03-16T04:15:00.0;267.3948;219.5967;183.6313;35.9654;236.4829
2019-03-16T04:15:00.0/2019-03-16T04:30:00.0;268.8426;220.6315;184.2748;36.3567;236.0323
2019-03-16T04:30:00.0/2019-03-16T04:45:00.0;269.1098;220.5550;183.8736;36.6814;235.2830
2019-03-16T04:45:00.0/2019-03-16T05:00:00.0;268.1954;219.3674;182.4306;36.9368;234.2307
2019-03-16T05:00:00.0/2019-03-16T05:15:00.0;266.1032;217.0745;179.9550;37.1195;232.8666
2019-03-16T05:15:00.0/2019-03-16T05:30:00.0;262.8423;213.6873;176.4618;37.2255;231.1768
2019-03-16T05:30:00.0/2019-03-16T05:45:00.0;258.4269;209.2224;171.9725;37.2500;229.1421
2019-03-16T05:45:00.0/2019-03-16T06:00:00.0;252.8758;203.7020;166.5147;37.1873;226.7372
2019-03-16T06:00:00.0/2019-03-16T06:15:00.0;246.2130;197.2352;160.1362;37.0990;223.9492
2019-03-16T06:15:00.0/2019-03-16T06:30:00.0;238.4670;189.8471;152.8737;36.9734;220.7328
2019-03-16T06:30:00.0/2019-03-16T06:45:00.0;229.6712;181.4886;144.7580;36.7305;217.0143
2019-03-16T06:45:00.0/2019-03-16T07:00:00.0;219.8632;172.2018;135.8439;36.3580;212.7292
2019-03-16T07:00:00.0/2019-03-16T07:15:00.0;209.0853;162.0356;126.1949;35.8408;207.7983
2019-03-16T07:15:00.0/2019-03-16T07:30:00.0;197.3835;151.0525;115.9312;35.1213;202.2063
2019-03-16T07:30:00.0/2019-03-16T07:45:00.0;184.8083;139.3205;105.1497;34.1708;195.8689
2019-03-16T07:45:00.0/2019-03-16T08:00:00.0;171.4135;126.9081;93.8994;33.0087;188.5650
2019-03-16T08:00:00.0/2019-03-16T08:15:00.0;157.2565;113.9018;82.2965;31.6053;180.1215
2019-03-16T08:15:00.0/2019-03-16T08:30:00.0;142.3982;100.4029;70.4757;29.9272;170.3152
2019-03-16T08:30:00.0/2019-03-16T08:45:00.0;126.9022;86.5320;58.5956;27.9364;158.8547
2019-03-16T08:45:00.0/2019-03-16T09:00:00.0;110.8350;72.4383;46.8502;25.5881;145.3618
2019-03-16T09:00:00.0/2019-03-16T09:15:00.0;94.2655;58.1612;35.2965;22.8648;128.6426
2019-03-16T09:15:00.0/2019-03-16T09:30:00.0;77.2649;44.0310;24.3715;19.6595;108.1956
2019-03-16T09:30:00.0/2019-03-16T09:45:00.0;59.9059;30.6325;14.7956;15.8369;84.4187
2019-03-16T09:45:00.0/2019-03-16T10:00:00.0;42.2630;18.5438;7.1873;11.3565;57.5748
2019-03-16T10:00:00.0/2019-03-16T10:15:00.0;24.4119;8.5696;2.2091;6.3605;29.4815
2019-03-16T10:15:00.0/2019-03-16T10:30:00.0;6.5857;1.7261;0.1833;1.5429;4.9173
2019-03-16T10:30:00.0/2019-03-16T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T10:45:00.0/2019-03-16T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T11:00:00.0/2019-03-16T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T11:15:00.0/2019-03-16T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T11:30:00.0/2019-03-16T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T11:45:00.0/2019-03-16T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T12:00:00.0/2019-03-16T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T12:15:00.0/2019-03-16T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T12:30:00.0/2019-03-16T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T12:45:00.0/2019-03-16T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T13:00:00.0/2019-03-16T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T13:15:00.0/2019-03-16T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T13:30:00.0/2019-03-16T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T13:45:00.0/2019-03-16T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T14:00:00.0/2019-03-16T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T14:15:00.0/2019-03-16T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T14:30:00.0/2019-03-16T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T14:45:00.0/2019-03-16T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T15:00:00.0/2019-03-16T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T15:15:00.0/2019-03-16T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T15:30:00.0/2019-03-16T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T15:45:00.0/2019-03-16T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T16:00:00.0/2019-03-16T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T16:15:00.0/2019-03-16T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T16:30:00.0/2019-03-16T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T16:45:00.0/2019-03-16T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T17:00:00.0/2019-03-16T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T17:15:00.0/2019-03-16T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T17:30:00.0/2019-03-16T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T17:45:00.0/2019-03-16T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T18:00:00.0/2019-03-16T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T18:15:00.0/2019-03-16T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T18:30:00.0/2019-03-16T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T18:45:00.0/2019-03-16T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T19:00:00.0/2019-03-16T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T19:15:00.0/2019-03-16T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T19:30:00.0/2019-03-16T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T19:45:00.0/2019-03-16T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T20:00:00.0/2019-03-16T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T20:15:00.0/2019-03-16T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T20:30:00.0/2019-03-16T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T20:45:00.0/2019-03-16T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T21:00:00.0/2019-03-16T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T21:15:00.0/2019-03-16T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T21:30:00.0/2019-03-16T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T21:45:00.0/2019-03-16T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T22:00:00.0/2019-03-16T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T22:15:00.0/2019-03-16T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-16T22:30:00.0/2019-03-16T22:45:00.0;2.1368;0.4626;0.0178;0.4448;0.5159
2019-03-16T22:45:00.0/2019-03-16T23:00:00.0;17.8019;4.9632;0.6854;4.2778;11.9512
2019-03-16T23:00:00.0/2019-03-16T23:15:00.0;35.7423;12.4870;3.0749;9.4121;28.8722
2019-03-16T23:15:00.0/2019-03-16T23:30:00.0;53.5055;22.0165;7.3183;14.6982;46.6014
2019-03-16T23:30:00.0/2019-03-16T23:45:00.0;71.0156;32.9624;13.1287;19.8337;63.3082
2019-03-16T23:45:00.0/2019-03-17T00:00:00.0;88.1975;44.8383;20.1341;24.7042;78.3479
2019-03-17T00:00:00.0/2019-03-17T00:15:00.0;104.9778;57.2966;28.0410;29.2556;91.7718
2019-03-17T00:15:00.0/2019-03-17T00:30:00.0;121.2844;70.0437;36.5760;33.4676;103.6765
2019-03-17T00:30:00.0/2019-03-17T00:45:00.0;137.0477;82.8051;45.4460;37.3591;114.0453
2019-03-17T00:45:00.0/2019-03-17T01:00:00.0;152.2002;95.3942;54.4460;40.9481;123.0573
2019-03-17T01:00:00.0/2019-03-17T01:15:00.0;166.6770;107.6642;63.4087;44.2554;130.8874
